Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 3, 56061, 0, 152, 8508
0, 4, 56387, 0, 152, 8508
0, 5, 56086, 0, 152, 8508
0, 6, 56516, 0, 152, 8508
0, 7, 56387, 0, 152, 8508
0, 8, 56108, 0, 152, 8508
0, 9, 56423, 0, 152, 8508
0, 10, 56369, 0, 152, 8508
0, 11, 56494, 0, 152, 8508
0, 12, 56335, 0, 152, 8508
0, 13, 55814, 0, 152, 8508
0, 14, 57489, 0, 152, 8508
0, 15, 56427, 0, 152, 8508
0, 16, 56417, 0, 152, 8508
0, 17, 56347, 0, 152, 8508
0, 18, 56008, 0, 152, 8508
0, 19, 56273, 0, 152, 8508
0, 20, 56335, 0, 152, 8508
0, 21, 56411, 0, 152, 8508
0, 22, 56280, 0, 152, 8508
0, 23, 56314, 0, 151, 8509
0, 24, 56201, 0, 152, 8509
0, 25, 56265, 0, 152, 8509
0, 26, 55945, 0, 152, 8509
0, 27, 56475, 0, 152, 8509
0, 28, 56449, 0, 152, 8509
0, 29, 56371, 0, 152, 8509
0, 30, 56291, 0, 152, 8509
0, 31, 56375, 0, 152, 8509
0, 32, 56417, 0, 152, 8509
0, 33, 56372, 0, 152, 8509
0, 34, 56044, 0, 152, 8509
0, 35, 56373, 0, 152, 8509
0, 36, 56249, 0, 152, 8509
0, 37, 56350, 0, 152, 8509
0, 38, 56428, 0, 152, 8509
0, 39, 56450, 0, 152, 8509
0, 40, 56453, 0, 152, 8509
0, 41, 56284, 0, 152, 8509
0, 42, 56073, 0, 152, 8509
0, 43, 56536, 0, 152, 8509
0, 44, 56431, 0, 152, 8509
0, 45, 56530, 0, 152, 8509
0, 46, 56186, 0, 152, 8509
0, 47, 56035, 0, 152, 8509
0, 48, 56430, 0, 152, 8509
0, 49, 56347, 0, 152, 8509
0, 50, 56010, 0, 152, 8509
0, 51, 56431, 0, 152, 8509
0, 52, 56065, 0, 152, 8509
0, 53, 56419, 0, 152, 8509
0, 54, 56370, 0, 152, 8509
0, 55, 56294, 0, 152, 8509
0, 56, 56423, 0, 152, 8509
0, 57, 56200, 0, 152, 8509
0, 58, 55885, 0, 152, 8509
0, 59, 56470, 0, 152, 8509
0, 60, 56405, 0, 152, 8509
0, 0, 0, 56296
3000, 1, 65037, 0, 176, 8485
0, 2, 66766, 0, 176, 8485
0, 3, 66523, 0, 176, 8485
0, 4, 66628, 0, 176, 8485
0, 5, 66689, 0, 176, 8485
0, 6, 66374, 0, 176, 8485
0, 7, 66580, 0, 176, 8485
0, 8, 66710, 0, 176, 8485
0, 9, 66518, 0, 176, 8485
0, 10, 66529, 0, 176, 8485
0, 11, 66555, 0, 176, 8485
0, 12, 66604, 0, 176, 8485
0, 13, 66558, 0, 176, 8485
0, 14, 66541, 0, 176, 8485
0, 15, 66522, 0, 176, 8485
0, 16, 66618, 0, 176, 8485
0, 17, 66738, 0, 176, 8485
0, 18, 66598, 0, 176, 8485
0, 19, 66889, 0, 176, 8485
0, 20, 66764, 0, 176, 8485
0, 21, 66569, 0, 176, 8485
0, 22, 66577, 0, 176, 8485
0, 23, 66701, 0, 176, 8485
0, 24, 66787, 0, 176, 8485
0, 25, 66838, 0, 176, 8485
0, 26, 66745, 0, 176, 8485
0, 27, 66704, 0, 176, 8485
0, 28, 66721, 0, 176, 8485
0, 29, 66653, 0, 176, 8485
0, 30, 66532, 0, 176, 8485
0, 31, 66813, 0, 176, 8485
0, 32, 66814, 0, 176, 8485
0, 33, 66478, 0, 176, 8485
0, 34, 66662, 0, 176, 8485
0, 35, 66674, 0, 176, 8485
0, 36, 66572, 0, 176, 8485
0, 37, 66528, 0, 176, 8485
0, 38, 66618, 0, 176, 8485
0, 39, 66522, 0, 176, 8485
0, 40, 66717, 0, 176, 8485
0, 41, 66793, 0, 176, 8485
0, 42, 66451, 0, 176, 8485
0, 43, 66741, 0, 176, 8485
0, 44, 66727, 0, 176, 8485
0, 45, 66644, 0, 176, 8485
0, 46, 66615, 0, 176, 8485
0, 47, 66569, 0, 176, 8485
0, 48, 66514, 0, 176, 8485
0, 49, 66696, 0, 176, 8485
