Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 27, 1043, 0, 14, 8647
0, 28, 1074, 0, 14, 8647
0, 29, 1043, 0, 14, 8647
0, 30, 1045, 0, 14, 8647
0, 31, 1046, 0, 14, 8647
0, 32, 1054, 0, 14, 8647
0, 33, 1045, 0, 14, 8647
0, 34, 1046, 0, 14, 8647
0, 35, 1065, 0, 14, 8647
0, 36, 1054, 0, 14, 8647
0, 37, 1056, 0, 14, 8647
0, 38, 1055, 0, 14, 8647
0, 39, 1056, 0, 14, 8647
0, 40, 1100, 0, 14, 8647
0, 41, 1057, 0, 14, 8647
0, 42, 1052, 0, 14, 8647
0, 43, 1052, 0, 14, 8647
0, 44, 1054, 0, 14, 8647
0, 45, 1052, 0, 14, 8647
0, 46, 1051, 0, 14, 8647
0, 47, 1050, 0, 14, 8647
0, 48, 1047, 0, 14, 8647
0, 49, 1045, 0, 14, 8647
0, 50, 1045, 0, 14, 8647
0, 51, 1043, 0, 14, 8647
0, 52, 1045, 0, 14, 8647
0, 53, 1047, 0, 14, 8647
0, 54, 1056, 0, 14, 8647
0, 55, 1046, 0, 14, 8647
0, 56, 1099, 0, 14, 8647
0, 57, 1046, 0, 14, 8647
0, 58, 1044, 0, 14, 8647
0, 59, 1052, 0, 14, 8647
0, 60, 1045, 0, 14, 8647
0, 0, 0, 1055
7, 1, 1031, 0, 14, 8647
0, 2, 1063, 0, 14, 8647
0, 3, 1047, 0, 14, 8647
0, 4, 1046, 0, 14, 8647
0, 5, 1043, 0, 14, 8647
0, 6, 1051, 0, 14, 8647
0, 7, 1047, 0, 14, 8647
0, 8, 1047, 0, 14, 8647
0, 9, 1046, 0, 14, 8647
0, 10, 1048, 0, 14, 8647
0, 11, 1057, 0, 14, 8647
0, 12, 1078, 0, 14, 8647
0, 13, 1050, 0, 14, 8647
0, 14, 1046, 0, 14, 8647
0, 15, 1047, 0, 14, 8647
0, 16, 1073, 0, 14, 8647
0, 17, 1059, 0, 14, 8647
0, 18, 1047, 0, 14, 8647
0, 19, 1045, 0, 14, 8647
0, 20, 1044, 0, 14, 8647
0, 21, 1053, 0, 14, 8647
0, 22, 1047, 0, 14, 8647
0, 23, 1053, 0, 14, 8647
0, 24, 1054, 0, 14, 8647
0, 25, 1058, 0, 14, 8647
0, 26, 1055, 0, 14, 8647
0, 27, 1274, 0, 14, 8647
0, 28, 1055, 0, 14, 8647
0, 29, 1056, 0, 14, 8647
0, 30, 1057, 0, 14, 8647
0, 31, 1054, 0, 14, 8647
0, 32, 1056, 0, 14, 8647
0, 33, 1044, 0, 14, 8647
0, 34, 1049, 0, 14, 8647
0, 35, 1045, 0, 14, 8647
0, 36, 1046, 0, 14, 8647
0, 37, 1045, 0, 14, 8647
0, 38, 1045, 0, 14, 8647
0, 39, 1044, 0, 14, 8647
0, 40, 1081, 0, 14, 8647
0, 41, 1046, 0, 14, 8647
0, 42, 1047, 0, 14, 8647
0, 43, 1091, 0, 14, 8647
0, 44, 1052, 0, 14, 8647
0, 45, 1050, 0, 14, 8647
0, 46, 1051, 0, 14, 8647
0, 47, 1060, 0, 14, 8647
0, 48, 1048, 0, 14, 8647
0, 49, 1049, 0, 14, 8647
0, 50, 1046, 0, 14, 8647
0, 51, 1054, 0, 14, 8647
0, 52, 1045, 0, 14, 8647
0, 53, 1047, 0, 14, 8647
0, 54, 1047, 0, 14, 8647
0, 55, 1084, 0, 14, 8647
0, 56, 1057, 0, 14, 8647
0, 57, 1062, 0, 14, 8647
0, 58, 1046, 0, 14, 8647
0, 59, 1112, 0, 14, 8647
0, 60, 1051, 0, 14, 8647
0, 0, 0, 1057
8, 1, 1031, 0, 14, 8647
0, 2, 1052, 0, 14, 8647
0, 3, 1055, 0, 14, 8647
0, 4, 1046, 0, 14, 8647
0, 5, 1046, 0, 14, 8647
0, 6, 1072, 0, 14, 8647
0, 7, 1046, 0, 14, 8647
0, 8, 1046, 0, 14, 8647
0, 9, 1048, 0, 14, 8647
0, 10, 1098, 0, 14, 8647
0, 11, 1058, 0, 14, 8647
0, 12, 1057, 0, 14, 8647
0, 13, 1052, 0, 14, 8647
0, 14, 1210, 0, 14, 8647
0, 15, 1116, 0, 14, 8647
0, 16, 1066, 0, 14, 8647
0, 17, 1060, 0, 14, 8647
0, 18, 1058, 0, 14, 8647
0, 19, 1055, 0, 14, 8647
0, 20, 1058, 0, 14, 8647
0, 21, 1052, 0, 14, 8647
0, 22, 1045, 0, 14, 8647
0, 23, 1041, 0, 14, 8647
0, 24, 1045, 0, 14, 8647
0, 25, 1049, 0, 14, 8647
0, 26, 1044, 0, 14, 8647
0, 27, 1063, 0, 14, 8647
0, 28, 1043, 0, 14, 8647
0, 29, 1080, 0, 14, 8647
0, 30, 1088, 0, 14, 8647
0, 31, 1047, 0, 14, 8647
0, 32, 1044, 0, 14, 8647
0, 33, 1074, 0, 14, 8647
0, 34, 1044, 0, 14, 8647
0, 35, 1063, 0, 14, 8647
0, 36, 1054, 0, 14, 8647
0, 37, 1074, 0, 14, 8647
0, 38, 1043, 0, 14, 8647
0, 39, 1046, 0, 14, 8647
0, 40, 1077, 0, 14, 8647
0, 41, 1046, 0, 14, 8647
0, 42, 1048, 0, 14, 8647
0, 43, 1045, 0, 14, 8647
0, 44, 1071, 0, 14, 8647
0, 45, 1047, 0, 14, 8647
0, 46, 1233, 0, 14, 8647
0, 47, 1057, 0, 14, 8647
0, 48, 1053, 0, 14, 8647
0, 49, 1053, 0, 14, 8647
0, 50, 1069, 0, 14, 8647
0, 51, 1076, 0, 14, 8647
0, 52, 1050, 0, 14, 8647
0, 53, 1046, 0, 14, 8647
0, 54, 1050, 0, 14, 8647
0, 55, 1053, 0, 14, 8647
0, 56, 1049, 0, 14, 8647
0, 57, 1052, 0, 14, 8647
0, 58, 1055, 0, 14, 8647
0, 59, 1087, 0, 14, 8647
0, 60, 1048, 0, 14, 8647
0, 0, 0, 1062
9, 1, 1043, 0, 14, 8647
0, 2, 1085, 0, 14, 8647
0, 3, 1047, 0, 14, 8647
0, 4, 1048, 0, 14, 8647
0, 5, 1047, 0, 14, 8647
0, 6, 1051, 0, 14, 8647
0, 7, 1046, 0, 14, 8647
0, 8, 1045, 0, 14, 8647
0, 9, 1047, 0, 14, 8647
0, 10, 1076, 0, 14, 8647
0, 11, 1044, 0, 14, 8647
0, 12, 1046, 0, 14, 8647
0, 13, 1045, 0, 14, 8647
0, 14, 1053, 0, 14, 8647
0, 15, 1048, 0, 14, 8647
0, 16, 1046, 0, 14, 8647
